Category,Rank,Username,Topmate URL,,Category Metric,User ID,Profile Pic URL,Full Name,Short Bio
Average Ratings,4,paritosh_anand,https://topmate.io/paritosh_anand,"'paritosh_anand',",115,134799,https://static.topmate.io/3Gx8aHwoKY7E4v31k8FU7T.png,Paritosh Anand,Top 0.1% Startup Mentor on Topmate |Startup Founder | IIM-A Alumnus | Lean Six Sigma Master Black Belt
Average Ratings,5,tuskertron,https://topmate.io/tuskertron,"'tuskertron',",102,361597,https://static.topmate.io/rfNUVzoecRWJQVbBeQ9uqk.jpg,Tuskertron Inc,Fueling Enterprise Growth by Forging Failproof User Centric Software
Average Ratings,6,johnson_xavier,https://topmate.io/johnson_xavier,"'johnson_xavier',",69,435560,https://topmate-staging.s3.amazonaws.com/oXqpnmqSUXnYZS3199o2fM.PNG,Johnson Xavier,"Agile and Career Coach, Program Management Expert, JIRA Trainer, SAFe Program Consultant. Trained 1000+ People in Agile across the Globe.  Enabled 70+ SAFe Certification as a corporate Trainer. Played roles of SM, RTE, Delivery Manager, etc"
Average Ratings,7,yadnesh_nikam,https://topmate.io/yadnesh_nikam,"'yadnesh_nikam',",57,249608,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_43761631-72a5-4d43-84d7-d364f184c304.jpeg,Yadnesh Nikam,"DevOps & MLOps Specialist | Docker Captain | Mentor | Speaker | Trainer | Helping Teams Build Scalable, AI-Ready Infra | 20K followers on Linkedin | CKA • CKS • Terraform Associate"
Average Ratings,8,shivam_parashar0,https://topmate.io/shivam_parashar0,"'shivam_parashar0',",57,1555118,https://static.topmate.io/8MZwP8iy1WmGtrSd9JAXr2.jpg,Shivam Parashar,The 360° Growth & Strategy Specialist | Business strategist | Political strategist | Relationship strategist | Career strategist |
Average Ratings,9,anurag_ingole,https://topmate.io/anurag_ingole,"'anurag_ingole',",51,320129,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_df1a842d-d05a-495e-9647-8921c1cb4c17.jpeg,Anurag Ingole,"Project Manager, Wellness Counsellor
BTech, MBA, PMP, 2xMA, PGD"
Average Ratings,10,shaikh_minhaj,https://topmate.io/shaikh_minhaj,"'shaikh_minhaj',",51,417550,https://static.topmate.io/3qiAXCG4HaLG3EJ85FgEJj.png,Shaikh Minhaj,"Verified Mentor | Tech & Career Guide | Data Science, Development, Cybersecurity & IT Roadmaps | Helping Students & Professionals Build Careers with Clarity | Digital Growth Enthusiast"
Average Ratings,11,ash_baskaran,https://topmate.io/ash_baskaran,"'ash_baskaran',",48,1430741,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Ash-Baskaran-1757607779.jpeg,Ash Baskaran,"Leading people to build holistic lives and thriving careers —MAANG & Beyond│ AI & Fintech Product Leader (Azure, AWS, Toyota)│ Founder & Life Coach @ Alchemy│ Guided 1000s in Reinvention│ Advocate •Chef •Speaker •Traveler •Writer│Bonvivant"
Average Ratings,12,arpita_das1,https://topmate.io/arpita_das1,"'arpita_das1',",48,893471,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_fb297107-aa7f-4642-b39e-f04f3ff63950.jpeg,Arpita Das,"Software Engineer 3 @ Google | ex-Microsoft, ex-SAP"
Average Ratings,13,gauravpathak,https://topmate.io/gauravpathak,"'gauravpathak',",48,258958,https://topmate-staging.s3.amazonaws.com/4BTM81AWtisUnUNj45TWBw.jpg,Gaurav Pathak,Product Management & Project Management Mentor | Interview Coach | People Leadership Trainer | Mental Health Advocate | Career Coach
Average Ratings,14,evolution_nick_consultation,https://topmate.io/evolution_nick_consultation,"'evolution_nick_consultation',",47,330482,https://static.topmate.io/3svPLrEPVQCk8TQgS9SwJ2.jpg,Nikhil Gupta,"Looking for the perfect car? I offer expert advice on choosing the right vehicle, finding the best deals, and navigating the buying process. Let’s make your car purchase smooth and stress-free! 🚗✨ Book a session now!"
Average Ratings,15,ayush_matcha,https://topmate.io/ayush_matcha,"'ayush_matcha',",47,1246648,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_d096f7dd-a4ab-40b1-aaf0-f6d14b1c6867.jpeg,Ayush Matcha,"Mentor for CAT, OMETs, and B-School Admissions"
Average Ratings,16,anshul_gandhi,https://topmate.io/anshul_gandhi,"'anshul_gandhi',",43,596595,https://static.topmate.io/4iBKtPok544mCp5gUQdnrc.png,Anshul Gandhi,AI Engineering | Data Science | Breaking Into Big Tech| Career Growth
Average Ratings,17,sahirmaharaj,https://topmate.io/sahirmaharaj,"'sahirmaharaj',",42,3295,https://static.topmate.io/aZC2tZxXGugLP2y6sASQQS.png,Sahir Maharaj,Lead Data Scientist | AI / ML Engineer
Average Ratings,18,aadityaanaik,https://topmate.io/aadityaanaik,"'aadityaanaik',",40,336658,https://topmate-staging.s3.amazonaws.com/h9fEyuBpkK1oKJYTfbEHCr.jpeg,Aditya Naik,Data Engineer at TikTok
Average Ratings,19,ravinder_singh12,https://topmate.io/ravinder_singh12,"'ravinder_singh12',",40,183984,https://static.topmate.io/qLY6uaVm3Ez3u6b7aMAeH8.jpeg,Ravinder Singh,"With 6+ years in fitness, I help busy people build real strength through practical nutrition and simple lifestyle upgrades for better health and quality of life. On a mission to transform 10k lives by 2027💪"
Average Ratings,20,meet_sagar,https://topmate.io/meet_sagar,"'meet_sagar',",40,597116,https://static.topmate.io/uuexiJTry8DXfWDz71yokn.jpeg,Sagar Shah,AI/ML Leader & Data Science Innovator | 10+ Patents & Peer-Reviewed Publications | BCS Fellow | IEEE Senior Member | Award-Winning Innovator | Global Keynote Speaker | Mentor to 12K+ | Career Coach for Data Scientists
Average Ratings,21,varun760,https://topmate.io/varun760,"'varun760',",39,1533440,https://static.topmate.io/jQUNSnjst1zsiBs4Mhvp9a.jpeg,Varun Agarwal,Entrepreneur | Author | Speaker
Average Ratings,22,saarthak,https://topmate.io/saarthak,"'saarthak',",39,25074,https://topmate-staging.s3.ap-south-1.amazonaws.com/jwEbCcCCYYmeY6NCFo2jBA.png,Saarthak Swaroop,"Career Mentor | Interview Specialist | IBM | MBA, MICA | Ex - P&G, HUL, Swiggy Dineout, Magicpin | Marketing, Brand Manager, Category, Ecommerce"
Average Ratings,23,harvendra_singh,https://topmate.io/harvendra_singh,"'harvendra_singh',",38,942743,https://static.topmate.io/s2ZpoHUPePLC7S1Wx1ouDE.jpg,Harvendra Singh,"Cloud Engineering & Architecture expert driving digital transformation. Skilled in cloud-native solutions (Azure, GCP, K8s), microservices, DevOps, data engineering & AI."
Average Ratings,24,tuansihan,https://topmate.io/tuansihan,"'tuansihan',",38,335675,https://static.topmate.io/nW1ao9fcD97eMKqBTiJXnt.jpeg,Tuan Sihan,Let's get you a job in Data
Average Ratings,25,swapnil_mule,https://topmate.io/swapnil_mule,"'swapnil_mule',",38,10783,https://static.topmate.io/nVg3w6cbFtsoKQMArUvQEt.png,Swapnil Mule,"Head of Digital Marketing & Recruitment (Germany) | Work-Abroad Mentor | MSc in Management | Edu. Content Creator
Helping professionals launch careers in Europe with clear, practical guidance."
Growth Earning Wise,1,diwakar,https://topmate.io/diwakar,"'diwakar',",834.30%,318,https://static.topmate.io/iArsT7edVR62Jo8481BKyk.jpg,Diwakar Singh,Top 1% LinkedIn Creator in Canada (Based on Favikon Ranking in Canada) || Building BA Helpline & ZSkill Academy || Simplifying Business Analysis ➡️ Examples|| Author : How to Start Freelancing As a Business Analyst 📚
Growth Earning Wise,2,aashin,https://topmate.io/aashin,"'aashin',",669.33%,118948,https://static.topmate.io/pGcD9f6qX1N8FkkcWD3dCE.png,Aashin London,"Start Your Business in UK Support for UK Sponsorship Jobs, Visas & More"
Growth Earning Wise,3,learnwiththeatrewala,https://topmate.io/learnwiththeatrewala,"'learnwiththeatrewala',",603.77%,350639,https://static.topmate.io/8E9ogche7Ny1CDQEfR2WPJ.png,Learn with Theatrewala,"Take your acting to the next level with personalised coaching at Theatrewala—where we help you bring out your best, on screen and stage."
Growth Earning Wise,4,dataengineering,https://topmate.io/dataengineering,"'dataengineering',",547.58%,92292,https://static.topmate.io/qsbZkmuK39pi1XoKD2VF36.JPG,Gowtham SB,Data Engineer | PayPal | YouTuber 290K | Talks Facts Only
Growth Earning Wise,5,anuj_niranjan,https://topmate.io/anuj_niranjan,"'anuj_niranjan',",313.02%,18018,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Anuj-Niranjan-1666955066.jpeg,Anuj Niranjan,11+ yrs in Investing/Trading: Industry + IIT Bombay B.Tech & Masters | Citibank |ISB
Growth Earning Wise,6,archana_goyal,https://topmate.io/archana_goyal,"'archana_goyal',",282.66%,146925,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_0cfec32f-1f8c-433b-b004-a498692fbc13.jpeg,Archana Goyal,"Staff Engineer at Conviva ❤️ | Ex- VP(Data Architect) at Morgan Stanley😊 | Ex-Senior Data Engineer at Intel Security ✍️| Ex-Data Engineer at HP| 10K  Post Impression on Medium | Data Engineering, ML and Bigdata Mentor 📊"
Growth Earning Wise,7,code_bashers,https://topmate.io/code_bashers,"'code_bashers',",267.39%,4308,https://static.topmate.io/f8JWKvMnBNyjtQ59gxLhVn.png,Code Bashers,"Guys if u face Any Problem in booking slot , u can mail us at bashers.code@gmail.com or write a query using below service."
Growth Earning Wise,8,marina_wyss,https://topmate.io/marina_wyss,"'marina_wyss',",256.01%,350216,https://static.topmate.io/esfxx5Y8ECRdTRcQsP5USp.jpg,Marina Wyss,Senior Machine Learning Scientist at Twitch/Amazon
Growth Earning Wise,9,abhishekbhardwaj,https://topmate.io/abhishekbhardwaj,"'abhishekbhardwaj',",252.36%,65149,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_a7ec5559-a33c-4846-8f0e-854b9a6fe1ab.jpeg,Abhishek Bhardwaj,Product @Square | Passionate about Product Management and helping PMs succeed.
Growth Earning Wise,10,chempractice,https://topmate.io/chempractice,"'chempractice',",239.90%,75727,https://static.topmate.io/qTtepWy24mEpH3nSo7q7Ws.jpg,vishakha Jangir,"I am a professional Chemical Engineer working in the oil & gas industry with over 3 years of experience.For the past 3+ years, I've been offering guidance to students/professionals in their coursework, exams, interview preparation, project"
Growth Earning Wise,11,nidhi_nagori,https://topmate.io/nidhi_nagori,"'nidhi_nagori',",220.84%,31269,https://static.topmate.io/w5anXVKjbvvVpy9HyuzSdZ.png,Nidhi Nagori,"CA, CPA (🇺🇸,🇨🇦) CISA | Worked in 30 countries✈️"
Growth Earning Wise,12,ankita_gulati,https://topmate.io/ankita_gulati,"'ankita_gulati',",215.25%,19833,https://static.topmate.io/gZYBbhmr9xf2JC1NvnDuuj.png,Ankita Gulati,Data Engineer | Guiding individuals aspiring for job opportunities
Growth Earning Wise,13,vivek_kumar52,https://topmate.io/vivek_kumar52,"'vivek_kumar52',",181.28%,241196,https://static.topmate.io/cvqfPU15521MFmauRR3i2f.jpeg,Vivek Kumar,🎯 Your Go-To Interview Mentor | 🏆Specializing in DA & BA Role Transitions  | 📊 🧑‍🔬 Data Science  | 🎭 🗣️ Mock Interviews
Growth Earning Wise,14,gabhru_in_uk,https://topmate.io/gabhru_in_uk,"'gabhru_in_uk',",180.45%,175760,https://static.topmate.io/qqCPk9dk91jTd55tkMj2hf.jpg,Harjeet Singh,gabhru in uk
Growth Earning Wise,15,shubham_wadekar,https://topmate.io/shubham_wadekar,"'shubham_wadekar',",179.65%,192597,https://static.topmate.io/pGbDwovAjJJLnk26TPz6D4.jpg,Shubham Wadekar,"Hi, I am Shubham Wadekar. I guide people aspiring for Data Engineer roles."
Growth Earning Wise,16,rounaq_bakshi,https://topmate.io/rounaq_bakshi,"'rounaq_bakshi',",172.57%,333468,https://static.topmate.io/7rDb4siKjT1BnNmukw2Sdx.png,Rounaq Bakshi,Investing since 2012
Growth Earning Wise,17,ajay_shenoy,https://topmate.io/ajay_shenoy,"'ajay_shenoy',",171.89%,61820,https://static.topmate.io/7Jn6xiUrQsncihaSqFGp6J.png,Ajay Shenoy,14+ yrs in AI/ML: Industry + IISc PhD | Harman | Target | NITK
Growth Earning Wise,18,bhagwat_bhokare,https://topmate.io/bhagwat_bhokare,"'bhagwat_bhokare',",168.55%,123605,https://static.topmate.io/ddtSKCk5eW9EY7kuEVV5RS.jpeg,Bhagwat Bhokare,SAP Techno functional consultant | FICO | MM | ABAP | SAP Practice server provider | Freelance Trainer | Trained 2100+ Student and industrial professional | YouTube 3.27K+ | LinkedIn 20K +
Growth Earning Wise,19,mentoringbyaneri,https://topmate.io/mentoringbyaneri,"'mentoringbyaneri',",152.54%,375203,https://topmate-staging.s3.amazonaws.com/6s3VQUmofgA9PkLe6FZeZ3.png,Aneri Patel,"Fashion Designer| Career Counsellor| Business Coach1:1 Fashion Career & Business Consultation for fashion brands, designers | NIFT Alumnus 2015"
Growth Earning Wise,20,sheetmetric,https://topmate.io/sheetmetric,"'sheetmetric',",136.13%,234568,https://static.topmate.io/nhY1aXase61C1GF8cTcBAy.png,SheetMetric .,Google Sheets | Stock Market |5k+YouTube | Trading | Investing | IIT+IIM | Start-ups
Growth Earning Wise,21,pinapathruni_saikiran,https://topmate.io/pinapathruni_saikiran,"'pinapathruni_saikiran',",134.65%,179313,https://static.topmate.io/u7Yzfx8Tdwn4WfVZeHt1yQ.png,Saikiran Pinapathruni,"Offering expert insights, tailored mock interviews, and practical advice to help you ace DevOps"
Growth Earning Wise,22,tanmay_goel,https://topmate.io/tanmay_goel,"'tanmay_goel',",131.87%,3953,https://static.topmate.io/wYK1p1qfQBchCCuuDkds7u.png,Tanmay Goel,Software Engineer at Qualcomm | Ex - National Instruments | From tier-3 college
Growth Earning Wise,23,sdejobsandinternships,https://topmate.io/sdejobsandinternships,"'sdejobsandinternships',",123.90%,274282,https://static.topmate.io/6aK1FByyykUPSUfXmSorab.jpg,SDE Jobs and Internships,We are offering referral opportunities for internships and full-time jobs. We hope this helps you in building your corporate journey.
Growth Earning Wise,24,mentorsachin,https://topmate.io/mentorsachin,"'mentorsachin',",102.45%,106211,https://static.topmate.io/huziwLEvWURoTjR1qgzc4X.png,Sachin Chandrashekhar Data Engineering Hub,On a mission to help 10000 data professionals get upskilled in AWS Data Engineering!
Growth Earning Wise,25,shubham_shubham11,https://topmate.io/shubham_shubham11,"'shubham_shubham11',",101.05%,723536,https://static.topmate.io/3HUkHNdPD9DPL9Zu95WZ76.png,Shubham Shubham,Designs Wonders For App and Websites
1:1 call bookings,1,ayush_chaudhary,https://topmate.io/ayush_chaudhary,"'ayush_chaudhary',",1705,228306,https://static.topmate.io/6TMGx19bms4XdGJvbfo1ur.jpg,Ayush Chaudhary,Psychologist | M.Sc in Clinical Psychology.
1:1 call bookings,2,ankit_lohiya,https://topmate.io/ankit_lohiya,"'ankit_lohiya',",1317,265322,https://static.topmate.io/9HZRKNStzeevVZfBcREK4d.jpg,CA Ankit Lohiya,"CA | Mentoring CA Students, UPSC Aspirants and General Career Counselling 1:1 | 14k+ LinkedIn followers | Tax Columnist | M.Com"
1:1 call bookings,3,harry_singh12,https://topmate.io/harry_singh12,"'harry_singh12',",1284,231234,https://static.topmate.io/uoEhpSSs52TqJb262PToCT.jpeg,Harry Singh,Professional Visa Consultation
1:1 call bookings,4,bharat_varshney,https://topmate.io/bharat_varshney,"'bharat_varshney',",966,79957,https://static.topmate.io/2hbAXKJzP6GsDDrYXpGpLw.png,Bharat Varshney,"Technical QA Lead | 32K+ Followers | Top 0.1 Mentor | Team Leader & QA Trainer | Agile, DevOps & CI/CD Expert | Driving AI-Powered Test Innovation & Quality | BrowserStack Champion | Selectorshub Ambassdor | Community Contributor"
1:1 call bookings,5,dr_naveen_nagarajan,https://topmate.io/dr_naveen_nagarajan,"'dr_naveen_nagarajan',",878,383635,https://topmate-staging.s3.amazonaws.com/kZSVFyopzVCERtaM4iJSSA.png,Naveen Nagarajan,"Offering evidence-based skin & hair care consultations. Get personalized advice on skin care routines, dandruff and hair loss prevention using proven scientific solutions."
1:1 call bookings,6,gauravpathak,https://topmate.io/gauravpathak,"'gauravpathak',",858,258958,https://topmate-staging.s3.amazonaws.com/4BTM81AWtisUnUNj45TWBw.jpg,Gaurav Pathak,Product Management & Project Management Mentor | Interview Coach | People Leadership Trainer | Mental Health Advocate | Career Coach
1:1 call bookings,7,kavach_khanna01,https://topmate.io/kavach_khanna01,"'kavach_khanna01',",820,44990,https://static.topmate.io/eDjrekgQPAyEoXS6UgGVSs.JPG,Kavach Khanna,Mentor You Always Needed
1:1 call bookings,8,praveen_thopalle,https://topmate.io/praveen_thopalle,"'praveen_thopalle',",793,350566,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_19ef6326-b3cb-44e3-9dba-90f64394a75e.jpeg,praveen kumar,Senior Software Engineer at DELL EMC | Rator Fellow
1:1 call bookings,9,caghanshyam,https://topmate.io/caghanshyam,"'caghanshyam',",792,10607,https://topmate-staging.s3.ap-south-1.amazonaws.com/sFjG9Th5KTWq3tvEpuzr3u.jpg,GSPrime Mentorship - CA Ghanshyam Agarwal,Hi I Am CA Ghanshyam Agarwal post qualification 5 yrs experience working in Big4 Pwc ey kpmg and top consulting firm in Audit Tax finance domains helped CA MBA finance CMA Bcom Mcom in career counseling Interview Preparation job search
1:1 call bookings,10,sourav_tiwary,https://topmate.io/sourav_tiwary,"'sourav_tiwary',",792,156168,https://static.topmate.io/5MgUhGecFwPfWozMyoWUFw.jpeg,Sourav Tiwary,"I was once 145 kilos — bullied, ashamed, and lost. But that pain became purpose. I dropped 60+ kilos and built Fitshala — a space to heal, not hustle.We don’t do diets or dumb rules. We do habits, healing & hugs (with a lil push 😄)."
1:1 call bookings,11,smangaraj28,https://topmate.io/smangaraj28,"'smangaraj28',",695,2635,https://static.topmate.io/5RVTE9sHnzkRSu3JAF88cr.jpeg,soumya sambit mangaraj,"SDE 2 @Oracle Cloud | Teacher @Scaler | Ex-@Goldman Sachs, @PayPal | GATE AIR 485"
1:1 call bookings,12,subhaghealth,https://topmate.io/subhaghealth,"'subhaghealth',",635,227659,https://topmate-staging.s3.ap-south-1.amazonaws.com/8nrNan5PHfn1bZ5GWxacJC.png,Chandan Prasad,Empowering Healthcare Entrepreneurs: Specialist in Guiding Hospital and clinic Owners and gynecologists to Launch Successful IUI Clinics with Androwash Expertise. Transforming Visions into Reality. 🏥✨
1:1 call bookings,13,priyasha_crackxat,https://topmate.io/priyasha_crackxat,"'priyasha_crackxat',",605,383551,https://topmate-staging.s3.amazonaws.com/nJpNcyqU1EWG7NhQ2mm4LX.jpeg,Priyasha Das,Founder- CRACK XAT| GDPI Specialist | Interview Guidance| Dean's Merit | List Your Go-To-Girl for queries related to Careers | MBA | Jobs | Internships | Preparation Strategy
1:1 call bookings,14,jagan_coach,https://topmate.io/jagan_coach,"'jagan_coach',",588,315260,https://static.topmate.io/eWXTPZEVnd1JD99ZDZMiTQ.png,Jagan S,"Ex-CTO / ICF ACC / Executive, Leadership & Career Coach / Mentor"
1:1 call bookings,15,vivek_kumar52,https://topmate.io/vivek_kumar52,"'vivek_kumar52',",565,241196,https://static.topmate.io/cvqfPU15521MFmauRR3i2f.jpeg,Vivek Kumar,🎯 Your Go-To Interview Mentor | 🏆Specializing in DA & BA Role Transitions  | 📊 🧑‍🔬 Data Science  | 🎭 🗣️ Mock Interviews
1:1 call bookings,16,manohar,https://topmate.io/manohar,"'manohar',",558,1502,https://static.topmate.io/kJuiktNW5DYSJsBVTsH1h5.jpg,Manohar Batra,10+ yrs Exp | Senior Front End Developer | 97k+ YT Family | 35k+ LinkedIn
1:1 call bookings,17,astrokarak,https://topmate.io/astrokarak,"'astrokarak',",537,267245,https://static.topmate.io/7XuvVQRLzUXnacw3aNZCwe.jpg,Pranjal Singh,"Vedic Astrology ConsultantConsultations, E-Books, and Courses"
1:1 call bookings,18,propel,https://topmate.io/propel,"'propel',",533,7993,https://topmate-staging.s3.amazonaws.com/xcuMaKRG9TqHcvVjDL177D.png,Product Space,Be a better Professional everyday
1:1 call bookings,19,witblox,https://topmate.io/witblox,"'witblox',",519,39836,https://static.topmate.io/17y75xGE3sfb8Lu1xT2nZK.png,Witblox Team,"Can solve any doubts regarding Arduino, AI Electronics and many other DIY projects"
1:1 call bookings,20,sharmilan_vipokan,https://topmate.io/sharmilan_vipokan,"'sharmilan_vipokan',",518,142429,https://topmate-staging.s3.ap-south-1.amazonaws.com/pMUYYqeeLWoAwmgYU9ouno.png,Sharmilan Vipokan,"I'm dedicated to helping you land your dream IT job! With experience mentoring 1000+ candidates, I guide you through the job search process, from resume building to interview prep, ensuring your fully equipped to achieve your career goals."
1:1 call bookings,21,rochisshil_varma,https://topmate.io/rochisshil_varma,"'rochisshil_varma',",502,409976,https://static.topmate.io/rZdpJQKBVMxrB35Bs3Muja.jpg,rochisshil varma,Here to help you succeed!
1:1 call bookings,22,ignite_yourpotential_with_akshat,https://topmate.io/ignite_yourpotential_with_akshat,"'ignite_yourpotential_with_akshat',",480,661819,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_436d0212-bba4-44a1-9760-46f8a6272e6d.jpeg,Akshat Mehta,"11K+ LinkedIN Community | TOP LinkedIn Voice  | AI/ML Engineer | Exploring the Future and Innovations of NLP,Gen AI & Agentic AI | MSc. in AI/ML @LJMU,UK | Helping Professionals Optimize Resumes & LinkedIn Profiles"
1:1 call bookings,23,aparna_debnath,https://topmate.io/aparna_debnath,"'aparna_debnath',",480,96276,https://static.topmate.io/7CFx9YoRYZFBRXHHpmR66d.jpeg,Aparna Debnath,Assistant Vice President at Barclays | Ex-JP Morgan | Product Owner | Lead Business Analyst | Career Coach | Finance | 170k Followers on LinkedIn!
1:1 call bookings,24,nitil_kumar_shrivastava,https://topmate.io/nitil_kumar_shrivastava,"'nitil_kumar_shrivastava',",478,326729,https://static.topmate.io/5EbLQuWVkA8qEXcq9fp4JG.jpeg,Nitil Kumar Shrivastava,"Hello, Your European Dreams aka Nitil Shrivastava Here. 
I do provide Consultation  for study in Italy & Europe"
1:1 call bookings,25,iamparagjain,https://topmate.io/iamparagjain,"'iamparagjain',",449,95258,https://topmate-staging.s3.amazonaws.com/5nQ6zorMYyF4orMaUjh2jo.png,Parag Jain,"PM Interview Coach | 1100+ FAANG & Bigtech Mentees | 10+ YOE Product & Growth | Coach - Upgrad & Mesa School of Business | Creator - Product Interview Playbook - Crack PM Interview in 1 Week | Ex - Good Glamm Group, Bewakoof, Amoni."
Package Bookings,1,primecoding19,https://topmate.io/primecoding19,"'primecoding19',",14445,329333,https://topmate-staging.s3.amazonaws.com/fbjcSdLBa76T3rYXhCEbcu.png,Aditya Mishra,"Hi, I’m Aditya Mishra, a Global Hackathon Winner, Founder of Prime Coding (98% MNC placement rate), and YouTuber with 55k+ subs. I mentor students to excel in coding, placements, and hackathons. Let’s turn your challenges into success! 🚀"
Package Bookings,2,dataengineering,https://topmate.io/dataengineering,"'dataengineering',",3841,92292,https://static.topmate.io/qsbZkmuK39pi1XoKD2VF36.JPG,Gowtham SB,Data Engineer | PayPal | YouTuber 290K | Talks Facts Only
Package Bookings,3,genzcareer,https://topmate.io/genzcareer,"'genzcareer',",2140,231684,https://static.topmate.io/29wpLPr9DLcPJ7j39rJUBd.jpg,GenZ Career,"I'm a Senior Software Developer with extensive experience in one of the leading multinational corporations. Over the years, I've had the unique opportunity to conduct over 100 interviews, giving me a deep understanding of what it takes to s"
Package Bookings,4,karun,https://topmate.io/karun,"'karun',",1598,66736,https://static.topmate.io/u4K6MfUXfsxZ9438iKDHV4.jpg,Karun Thankachan,Top Data Mentor (2025) - Here to help you land you next Data Science role
Package Bookings,5,aman_agarwal247776,https://topmate.io/aman_agarwal247776,"'aman_agarwal247776',",1203,286825,https://static.topmate.io/4vm5g19yAJETvgVJ6ZXSWb.jpeg,Aman Agarwal,"Hi This is Aman Agarwal  Founder of ""THEBTECHFACTORY "" || TEACHER ||  Mentored 20k+ students so far and many students got placed in Big Tech Companies like TCS from our Channel ""TheBtechFactory"" ."
Package Bookings,6,divyashree,https://topmate.io/divyashree,"'divyashree',",1084,409753,https://static.topmate.io/rd7XUXmngipdcffTV4rTqB.jpg,Divyashree S,Training and Placement Officer | Influencer manager| Senior Business development associate|Freelancer
Package Bookings,7,versatilegupta,https://topmate.io/versatilegupta,"'versatilegupta',",966,1060008,https://static.topmate.io/64LowrZqF3AFBN5748D4p8.jpg,Vaishnavi Gupta,Part time youtuber & a full time student
Package Bookings,8,coder_girl_11,https://topmate.io/coder_girl_11,"'coder_girl_11',",539,1365836,https://static.topmate.io/eaMGKCATov134GgszjpR8d.jpg,Coder Girl,Sharing High Quality Study Materials
Package Bookings,9,qa_engineer,https://topmate.io/qa_engineer,"'qa_engineer',",530,254605,https://topmate-staging.s3.amazonaws.com/a7jwRfWJfNWSPW4w3yqsAA.jpg,Testing Corner,Selenium Expert | YouTube Educator | Automation Testing Coach | Crack Your Automation Testing Interview with Expert Guidance
Package Bookings,10,kalpesh_jain,https://topmate.io/kalpesh_jain,"'kalpesh_jain',",498,410417,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_2202c2c4-dd39-408a-bb4b-50848dea3702.jpeg,Kalpesh Jain,"Quality Analyst | Automation Expert (Selenium, Playwright, JMeter, Appium) | Mentor | Boosted Defect Detection by 30% 🚀 | Agile & AI-Driven Testing Advocate & Continuous Improvement"
Package Bookings,11,nitin_paliwal,https://topmate.io/nitin_paliwal,"'nitin_paliwal',",495,219415,https://static.topmate.io/adw7h5oV6kUn8VHG1GJpie.jpg,Nitin Paliwal,Teach Computer Science to Class 11 and 12 students on Youtube. Having more than 20k+ subscribers.
Package Bookings,12,morganyoung,https://topmate.io/morganyoung,"'morganyoung',",484,45148,https://topmate-staging.s3.amazonaws.com/cLQXePbFPAdcEzPPapBLhr.png,Morgan Young,"LinkedIn Top Voice, Gen Z • Keynote Speaker • Founder @ That LinkedIn Girl 💁🏻‍♀️ & innovateHer 👩🏻‍💻 • [in]structor @ LinkedIn Learning • prev @ Disney, Shopify • ft. in NPR, Fast Company & Business Insider, Her Campus"
Package Bookings,13,chthakkarsap,https://topmate.io/chthakkarsap,"'chthakkarsap',",469,84117,https://topmate-staging.s3.amazonaws.com/4XuL6i9QLRbcuT75mW2H95.jpg,Chirag Thakkar SAP FICO,"Your Ultimate mentor to SAP Guidance: 
7000+ have successfully cleared the SAP FICO Interviews by getting Interview preparation package. | 1. Interview Preparation | 2. SAP FICO Career Guidance | 3. SAP Consultant Guidance."
Package Bookings,14,abhaypsrajawat,https://topmate.io/abhaypsrajawat,"'abhaypsrajawat',",410,219213,https://static.topmate.io/1RzySHDhaihUunNLANfBue.jpg,Abhay PS Rajawat,🌟 3+ Yrs of Freelance Video Editing Experience | 🔥 6+ Years Expertise in Video Editing | 🚀 100K+ Subscribers on YouTube
Package Bookings,15,power_bi_interview_prep,https://topmate.io/power_bi_interview_prep,"'power_bi_interview_prep',",402,434890,,Meghana M,"Hi, I'm Meghana! A Senior Power BI Developer and creator of the YouTube channel ""Power BI Interview Prep,"" where I help professionals master Power BI, DAX, & analytics to grow their careers in data analytics."
Package Bookings,16,praveen_patel,https://topmate.io/praveen_patel,"'praveen_patel',",384,402200,https://static.topmate.io/vAtDjEQTXRkXke3viMSC31.JPG,Praveen Patel,"0.1% Mentor at Topmate | 2x Featured at Times Square, New York | Azure Data Engineering Career Coach | Topmate Trusted Creator | Azure Data Engineer | Microsoft Certified Fabric Data Engineer"
Package Bookings,17,rahulbansaledits,https://topmate.io/rahulbansaledits,"'rahulbansaledits',",326,7143,https://static.topmate.io/eErJVeQqZ9iuhXGhpWHjdj.PNG,Rahul Bansal,VN Reels Template Expert (300K+ Instagram Followers)
